33	Proposals	意味: 提案（複数）\n基本形: proposal\nアクセント: prə-PŌ-zəl\n類義語: suggestions, plans, motions	audio/033_proposals.mp3
34	frequent source	意味: 頻繁な原因；よくある発生源\nアクセント: FRĒ-kwənt SÔRS\n類義語: common cause, recurring source, regular origin	audio/034_frequent_source.mp3
35	controversy	意味: 論争；議論\nアクセント: KON-trə-ˌvər-sē\n類義語: dispute, debate, disagreement	audio/035_controversy.mp3
36	Fatming	意味: 農業\n基本形: farming（スペル補正）\nアクセント: FÄR-ming\n類義語: agriculture, cultivation, agribusiness	audio/036_fatming.mp3
37	endeavors	意味: 努力（複数）；試み（複数）\n基本形: endeavor\nアクセント: en-DEV-ər\n類義語: efforts, attempts, undertakings	audio/037_endeavors.mp3
38	provision	意味: 提供；供給\nアクセント: prə-VIZH-ən\n類義語: supply, provision of, furnishing	audio/038_provision.mp3
39	facilities	意味: 設備（複数）；施設（複数）\n基本形: facility\nアクセント: fə-SIL-ə-tē\n類義語: amenities, infrastructure, installations	audio/039_facilities.mp3
40	disadvantage	意味: 不利；欠点\nアクセント: ˌdis-əd-VAN-tij\n類義語: drawback, handicap, downside	audio/040_disadvantage.mp3
41	commercial	意味: 商業の；営利的な\nアクセント: kə-MƏR-shəl\n類義語: business, trade, market-based	audio/041_commercial.mp3
42	rather than	意味: 〜よりむしろ\nアクセント: RATH-ər than\n類義語: instead of, in place of, as opposed to	audio/042_rather_than.mp3
43	so-called	意味: いわゆる\nアクセント: SŌ-kôld\n類義語: purported, alleged, what is called	audio/043_so_called.mp3
44	concern	意味: 懸念；関心；〜に関係する\nアクセント: kən-SƏRN（動詞）, KON-sərn（名詞）\n類義語: worry, issue, relate to	audio/044_concern.mp3
