id	chapter	word	meaning	frequency
107	2	encourages	促す；奨励する	2
112	2	evoke	呼び起こす、喚起する	2
117	2	express	表現する；急行の；急行便	2
122	2	fairness	公平さ；公正	2
127	2	fertilizer	肥料	2
132	2	foundation	基礎、土台	2
137	2	grasses	草類；イネ科植物	2
142	2	illustrate	説明する；図解する	2
147	2	inconspicuous	目立たない	2
152	2	infrared radiation	赤外線放射	2
157	2	interact with	〜と相互作用する；交流する	2
162	2	make sure	必ず〜する；確認する	2
167	2	mutual	相互の；共通の	2
172	2	oversimplified	単純化しすぎた	2
177	2	podium	演壇；表彰台	2
182	2	prevents	防ぐ；妨げる	2
187	2	psychological	心理学の；心理的な	2
192	2	refers	言及する、示す	2
197	2	renewable	再生可能な；更新できる	2
202	2	resist	抵抗する；妨げる	2
207	2	Seed dispersal	種子散布；種が広がること	2
212	2	side effect	副作用	2
217	2	subjective	主観的な	2
222	2	thoughtfully	思慮深く；丁寧に	2
227	2	turn in	提出する	2
232	2	vaccination	予防接種	2
237	2	while(一方で)	一方で；〜する間	2
242	2	a major step	大きな一歩；重要な進展	1
247	2	abrupt	急な；突然の	1
252	2	accompanying	付随する；同行する	1
257	2	accurate	正確な	1
262	2	addressing the problem	問題に取り組むこと	1
267	2	adolescence	青年期、思春期	1
272	2	after crossing time zones	複数の時間帯をまたいだ後に	1
277	2	align with	〜と一致する；足並みをそろえる	1
282	2	along familiar pathways	慣れた経路に沿って	1
287	2	amplifying	増幅すること；強めること	1
292	2	antacids	制酸剤；胃酸中和剤	1
297	2	appearance	外見；出現	1
302	2	appreciate	感謝する；正しく理解する	1
307	2	Archaeologists	考古学者たち	1
312	2	artworks	芸術作品	1
317	2	as we go	進みながら、その都度	1
322	2	assessment	評価；査定	1
327	2	attend	参加する、出席する	1
332	2	attracting	引きつけている	1
337	2	ballot	投票用紙；投票	1
342	2	be equipped with	〜を備えている	1
347	2	be responsible for	〜に責任がある；〜の原因となる	1
352	2	beyond	〜を越えて；〜の向こうに	1
357	2	breathable	通気性のある	1
362	2	budget	予算	1
367	2	bury	埋める	1
372	2	cactus	サボテン	1
377	2	cardio machine	有酸素運動マシン	1
382	2	caterpillar	イモムシ；毛虫	1
387	2	celestial bodies	天体	1
392	2	centers on	〜に焦点を当てる	1
397	2	checkups	健診；定期検診	1
402	2	circuit	回路；周回	1
407	2	civilizations	文明；文明社会	1
412	2	clarity	明快さ；明瞭さ	1
417	2	cloud of	たくさんの；雲のような塊の	1
422	2	coastlines	海岸線	1
427	2	collide with	～と衝突する	1
432	2	come up	起こる；持ち上がる	1
437	2	compassion	思いやり；慈悲	1
442	2	complication(面倒なこと)	面倒なこと；複雑化	1
447	2	concerns	懸念；心配事	1
452	2	conductor	導体；伝導体	1
457	2	confine	制限する；閉じ込める	1
462	2	consciousness	意識；自覚	1
467	2	consider with	〜を一緒に検討する	1
472	2	constraints	制約（複数）；制限	1
477	2	contents(整理する)	整理する；中身	1
482	2	controversial	論争の的となる	1
487	2	conversing	会話していること	1
492	2	copper	銅	1
497	2	crossed arms	腕を組んだ状態	1
502	2	cultivating	耕作している；育てている	1
507	2	custom(習慣)	習慣；慣習	1
512	2	decay	腐敗する；衰える	1
517	2	Decompose	分解する；腐敗する	1
522	2	definitely	確かに；間違いなく	1
527	2	democratic	民主的な	1
532	2	depend on	〜に依存する；〜次第である	1
537	2	description	説明、描写	1
542	2	device	装置；機器	1
547	2	digest the pulp	果肉を消化する	1
552	2	disconfort	不快感；居心地の悪さ	1
557	2	dispute	論争；異議を唱える	1
562	2	dissuade	～を思いとどまらせる；～を説得して諦めさせる	1
567	2	distracting	気を散らす；注意をそらす	1
572	2	divided	分割された；意見が分かれた	1
577	2	donates	与える；提供する	1
582	2	drawn	引かれた；引きつけられた	1
587	2	droppings	糞；排せつ物	1
592	2	duty	義務；責務	1
597	2	effective	効果的な、有効な	1
602	2	electrical	電気の；電気に関する	1
607	2	emerged	現れた；生じた	1
612	2	emphasized	強調された（形容詞）；強調した（動詞の過去形・過去分詞）	1
617	2	enduring	永続する；耐え抜く	1
622	2	enhances	高める；向上させる	1
627	2	ensuring sustainable land management.	持続可能な土地管理を確保すること	1
632	2	equivalence	同等性；等価	1
637	2	essentials	必需品；欠かせないもの	1
642	2	ever-stricter	ますます厳しい	1
647	2	excavate	発掘する；掘削する	1
652	2	exhibit	示す；展示する	1
657	2	exoskeleton	外骨格	1
662	2	expenses	費用（複数）；経費	1
667	2	exploration	探検、探究	1
672	2	extension	延長、延期	1
677	2	eye out for	注意して探す；目を配る	1
682	2	factor	要因；要素	1
687	2	fauna	動物相；動物群	1
692	2	fellow	仲間；同僚	1
697	2	fill in the form	用紙に記入する	1
702	2	first come	先着の	1
707	2	flower boxes	プランター；花箱	1
712	2	force farmers	農家に〜を強いる	1
717	2	forth	前へ；先へ	1
722	2	fosters	育む；促進する	1
727	2	frequently	頻繁に；しばしば	1
732	2	funded	資金提供された	1
737	2	gathering	集まり、会合；集めること	1
742	2	get involved in	〜に関わる；参加する	1
747	2	grasshoppers	バッタ	1
752	2	grooming	身づくろい；手入れ；毛づくろい	1
757	2	hang(吊るす)	吊るす；掛ける	1
762	2	harness	活用する；利用する	1
767	2	head to	〜へ向かう	1
772	2	heavily	大いに、重く	1
777	2	home(家庭)	家庭；家庭環境	1
782	2	how + adjective + S + V	どれほど〜か（感嘆構文）	1
787	2	hydrogen ions	水素イオン	1
792	2	illustrating	説明している；図示している	1
797	2	imprinted	刻み込まれた、刷り込まれた	1
802	2	in search of	〜を探して；〜を求めて	1
807	2	indicate	示す、指し示す	1
812	2	inflammation	炎症	1
817	2	inhabit	住む；生息する	1
822	2	initiative(新しい取り組み)	新しい取り組み；主導権	1
827	2	inspection	検査；点検	1
832	2	instructed	指示した；教えた	1
837	2	insurance	保険	1
842	2	interest rates	金利	1
847	2	invisible	目に見えない	1
852	2	involvement	関与；参加	1
857	2	irrigate	灌漑する；水を引く	1
862	2	just past	ちょうど過ぎたところの	1
867	2	lack	欠如；欠けている	1
872	2	lasting	長続きする、永続的な	1
877	2	leading to	〜につながって	1
882	2	let A B	AにBさせる	1
887	2	lies in	〜にある、〜に起因する	1
892	2	limit to	〜に制限する	1
897	2	literal	文字どおりの	1
902	2	lot	多く；区画；くじ	1
907	2	maintaining	維持すること	1
912	2	make sense of	〜を理解する；意味をつかむ	1
917	2	marked	特徴づけられた；目立った	1
922	2	matters	重要である；事柄	1
927	2	mentioned	言及した	1
932	2	minor injury	軽いけが	1
937	2	monarch	monarch butterfly（オオカバマダラ）	1
942	2	mulching	マルチング（覆土）すること	1
947	2	myths	神話；誤った通念	1
952	2	Nonverbal	非言語の；言葉によらない	1
957	2	notation	表記法；記号法	1
962	2	nutrients essential	必須栄養素	1
967	2	observing	観察している	1
972	2	on time	時間通りに	1
977	2	opposite	反対の；向かい側	1
982	2	organ	器官	1
987	2	orient themselves	自分の位置や方向を把握する	1
992	2	overconfidence	過信；自信過剰	1
997	2	pack	詰める；荷造りする	1
1002	2	papyrus	パピルス；パピルス紙	1
1007	2	Participating	参加していること	1
1012	2	passive	受動的な；自然任せの	1
1017	2	peers	同僚；同年代の人々	1
1022	2	permanent	永続的な；恒久的な	1
1027	2	phospholipids	リン脂質	1
1032	2	pine forest	松林	1
1037	2	plays a key role	重要な役割を果たす	1
1042	2	poem	詩	1
1047	2	pollen grain	花粉粒	1
1052	2	possess	所有する；備えている	1
1057	2	pre-existing	既存の；以前から存在する	1
1062	2	predicting	予測している	1
1067	2	prescriptions	処方箋；処方薬の指示	1
1072	2	preventable	予防可能な；防げる	1
1077	2	privilege	特権；特別な権利	1
1082	2	productivity	生産性	1
1087	2	prompt reply	迅速な返信	1
1092	2	provide	提供する；与える	1
1097	2	purchasing supplies	備品を購入すること	1
1102	2	rainfall	降雨量、降雨	1
1107	2	readiness	準備ができている状態；即応性	1
1112	2	reciprocal obligations	相互の義務	1
1117	2	refined	洗練された、精製された	1
1122	2	regularly	定期的に；規則正しく	1
1127	2	relaxed setting	リラックスした環境	1
1132	2	rely on	〜に頼る；〜を当てにする	1
1137	2	repayment	返済	1
1142	2	replenished	補充された；回復した	1
1147	2	residence	住居；居住	1
1152	2	respond	反応する；返答する	1
1157	2	retention	保持；維持	1
1162	2	revising	修正している；見直している	1
1167	2	Rituals	儀式；習慣化された行為	1
1172	2	root	根；起源	1
1177	2	saying(〜と書かれている内容)	（掲示などに）〜と書かれている文言	1
1182	2	sculpture	彫刻；彫刻作品	1
1187	2	self-assembly	自己集合	1
1192	2	sensing	感知していること；察知	1
1197	2	serves as	～として機能する；～の役割を果たす	1
1202	2	Severe erosion	深刻な土壌侵食	1
1207	2	sheltering	守ること；避難させること	1
1212	2	since	〜以来；〜なので	1
1217	2	snap judgments	即断、早計な判断	1
1222	2	someone upstairs	上の階の人；上司（文脈による）	1
1227	2	species	種；種類	1
1232	2	stability	安定；安定性	1
1237	2	stems	茎；由来する	1
1242	2	stigma(雌蕊の先端)	柱頭；雌蕊の先端	1
1247	2	strengthening	強化すること	1
1252	2	substances	物質	1
1257	2	suprachiasmatic	視交叉上核の	1
1262	2	survival rates	生存率	1
1267	2	symptoms	症状	1
1272	2	take part in	参加する	1
1277	2	tectonic	地殻構造の；構造地質学の	1
1282	2	that's why	だからこそ、そういうわけで	1
1287	2	thermostat	サーモスタット；温度調節器	1
1292	2	thus	したがって；このように	1
1297	2	time-consuming	時間がかかる	1
1302	2	tissues(組織)	組織；薄い膜状の細胞群	1
1307	2	toward	〜に向かって；〜に対して	1
1312	2	transition	移行；変遷	1
1317	2	trust	信頼；信頼する	1
1322	2	undergo	経験する；受ける	1
1327	2	unity	団結；統一	1
1332	2	unwanted(不要な)	不要な；望まれない	1
1337	2	valid	有効な；妥当な	1
1342	2	vary	異なる；変化する	1
1347	2	vigorous	激しい；活発な	1
1352	2	vital to	〜に不可欠な；〜にとって極めて重要な	1
1357	2	walk-in hours	予約不要の受付時間	1
1362	2	water-loving	親水性の；水を好む	1
1367	2	weighing	比較検討すること；重さを量ること	1
1372	2	while I’m there	そこにいる間に	1
1377	2	wonder if	〜かどうかと思う	1
1382	2	wrapping up	締めくくっている；終わらせている	1
3	3	represent	表す；代表する	5
8	3	cohesion	結束、まとまり	4
13	3	gradual	徐々の；緩やかな	4
18	3	procedure	手順；手続き	4
23	3	colonize	植民する；定着する	3
28	3	emergency	緊急事態	3
33	3	inheritance	遺伝；相続	3
38	3	participants	参加者	3
43	3	reveal	明らかにする	3
48	3	thin	薄い；細い；希薄な；薄くする	3
53	3	within	〜以内に；〜の中で	3
58	3	airborne	空中を運ばれる；空気中の	2
63	3	appliances	電化製品；器具	2
68	3	arthropods	節足動物	2
73	3	bonds	絆；結びつき；債券	2
78	3	commerce	商業；取引	2
83	3	conduction	伝導	2
88	3	constant	一定の；絶え間ない	2
93	3	departure	出発；逸脱	2
98	3	disrupted	乱された；中断された	2
103	3	effectively	効果的に；うまく	2
108	3	enriches	豊かにする、価値を高める	2
113	3	expect	予期する；期待する	2
118	3	express shipping	速達配送、特急配送	2
123	3	fascinating	とても興味深い；魅力的な	2
128	3	figure out	理解する、解決する	2
133	3	fur	毛皮；体毛	2
138	3	guess	推測する；推測	2
143	3	immediately	すぐに；直ちに	2
148	3	indicates	示す；指し示す	2
153	3	injury	けが；損傷	2
158	3	interrupt	遮る、中断する	2
163	3	measurements	測定値；計測	2
168	3	nectar	花蜜	2
173	3	particles	粒子、微粒子	2
178	3	pollination	受粉	2
183	3	prior	以前の；優先する	2
188	3	radiation	放射；放熱	2
193	3	regarding	〜に関して	2
198	3	replacement	交換；取り替え	2
203	3	retain	保持する；維持する	2
208	3	seek out	探し出す；積極的に見つける	2
213	3	significance	重要性；意義	2
218	3	suggest	提案する；示唆する	2
223	3	thrive	繁栄する；よく育つ	2
228	3	unconsciously	無意識に	2
233	3	vast	広大な、莫大な	2
238	3	worth	価値；価値があること	2
243	3	a portion of	〜の一部；〜の分量	1
248	3	absence of	〜の不在；〜がないこと	1
253	3	according to	〜によると、〜に従って	1
258	3	acid(酸)	酸；酸性の物質	1
263	3	Addressing the problem of soil erosion	土壌侵食の問題に対処すること	1
268	3	adoption	採用；導入；養子縁組	1
273	3	agoutis	アグーチ類	1
278	3	all gone	すべてなくなった；全部消えた	1
283	3	along with(〜と一緒に)	〜と一緒に；〜に加えて	1
288	3	analogous	類似した、対応する	1
293	3	anther	葯（やく）	1
298	3	appeared	現れた；見えた	1
303	3	appreciation	良さの理解、鑑賞	1
308	3	argue about	～について口論する；議論する	1
313	3	As a consequence	その結果として	1
318	3	as well	〜もまた；同様に	1
323	3	at the site	現地で；その場所で	1
328	3	attendant	係員；付き添いの	1
333	3	avenues	手段；大通り	1
338	3	bamboo	竹	1
343	3	be gone	売り切れる；いなくなる	1
348	3	bees	ミツバチ；ハチ類	1
353	3	bilayer	二重層	1
358	3	breeding	繁殖	1
363	3	bug spray	虫除けスプレー	1
368	3	business days	営業日；平日換算の日数	1
373	3	campus identification card	学生証；キャンパスIDカード	1
378	3	care about	気にかける；大切に思う	1
383	3	cause(社会的価値のある行動)	（社会的）大義；公益的活動	1
388	3	celestial cues	天体の手がかり	1
393	3	certain(ある一部の)	ある一部の；特定の	1
398	3	chemical bonds	化学結合（複数）	1
403	3	circular	円形の、循環的な	1
408	3	claim	主張する；請求する	1
413	3	classified	分類された；機密扱いの	1
418	3	clue	手がかり；ヒント	1
423	3	cognitive	認知の、認識の	1
428	3	combine to	～するために結びつく；結合して～になる	1
433	3	come with	～が付いてくる；～を伴う	1
438	3	compatible	両立する；適合する	1
443	3	composites	複合材料	1
448	3	conclude	結論づける；締めくくる	1
453	3	conductors	導体；指揮者たち	1
458	3	confined	限定された；閉じ込められた	1
463	3	consensus(合意)	合意；総意	1
468	3	considerations	検討事項；考慮点	1
473	3	consume	消費する；食べる；使い尽くす	1
478	3	context	文脈；状況；背景	1
483	3	convected	対流で運ばれた	1
488	3	cooperate	協力する	1
493	3	covers	覆う；対象に含む	1
498	3	crowded	混雑した；込み合った	1
503	3	curious	好奇心の強い；気になる	1
508	3	customs	慣習；風習	1
513	3	deceived	だました、欺いた	1
518	3	Decomposers	分解者	1
523	3	delayed	遅れた；延期された	1
528	3	demonstrate	実証する；示す	1
533	3	dependency	依存；依存関係	1
538	3	desease	病気	1
543	3	dialects	方言	1
548	3	dilemmas	ジレンマ；板挟み	1
553	3	discourage	思いとどまらせる；落胆させる	1
558	3	disrupt	混乱させる；妨げる	1
563	3	distant	遠い；よそよそしい	1
568	3	distraction	注意散漫、気散じ	1
573	3	divider	仕切り；分割するもの	1
578	3	downstairs	階下で、下の階へ	1
583	3	drifting	漂流する；漂う	1
588	3	due	〜が原因で；期限の	1
593	3	eager to	〜したがっている	1
598	3	efficacy	効力；有効性	1
603	3	electronic transfer	電子送金、電子振替	1
608	3	emerging markets	新興市場	1
613	3	emphasizing	強調すること	1
618	3	enforcing	施行している；強制している	1
623	3	enhancing	高めること；向上させること	1
628	3	ensuring that	〜を確実にすること	1
633	3	erode	浸食する；徐々に失わせる	1
638	3	etiquette	礼儀作法；マナー	1
643	3	Everyday examples	日常的な例	1
648	3	exceptional	並外れた；例外的な	1
653	3	exhibit(示す)	示す；表す	1
658	3	expand	拡大する；広げる	1
663	3	expert	専門家；熟練した	1
668	3	exploring	探求している、探検している	1
673	3	extra hour	追加の1時間	1
678	3	facial	顔の；顔面の	1
683	3	faculty member	教員、教職員	1
688	3	feature(動詞)	特徴として含む；呼び物にする	1
693	3	fellow students	学友；同じ学校の学生	1
698	3	fill up	いっぱいにする；満タンにする	1
703	3	first(副詞)	最初に；まず	1
708	3	fluid	流体；液体	1
713	3	forecasting	予測すること；予報	1
718	3	Foster	育成する；促進する	1
723	3	found on	〜で見られる；〜に見つかる	1
728	3	frequentry	頻繁に	1
733	3	fungi	菌類；菌	1
738	3	gazebo	東屋；あずまや	1
743	3	give it a shot	やってみる；試してみる	1
748	3	gravitational	重力の	1
