16	investment	意味: 投資\nアクセント: in-VEST-mənt\n類義語: funding, capital, stake	audio/016_investment.mp3
17	exploiting	意味: 活用すること；搾取すること\n基本形: exploit\nアクセント: ik-SPLOIT\n類義語: utilizing, leveraging, using	audio/017_exploiting.mp3
18	staff	意味: 職員；従業員\nアクセント: STAF\n類義語: employees, personnel, workforce	audio/018_staff.mp3
19	expenditure	意味: 支出；経費\nアクセント: ik-SPEN-di-chər\n類義語: spending, outlay, expense	audio/019_expenditure.mp3
20	trappings	意味: 見せかけの飾り；付随物\n基本形: trapping\nアクセント: TRAP-ingz\n類義語: ornaments, accessories, appearances	audio/020_trappings.mp3
21	shareholders'	意味: 株主の\n基本形: shareholder（名詞）/ shareholders（複数形）\nアクセント: SHER-hōl-dər\n類義語: investors', owners', stakeholders'	audio/021_shareholders.mp3
22	wealth	意味: 富；財産\nアクセント: WELTH\n類義語: riches, assets, prosperity	audio/022_wealth.mp3
23	whether	意味: 〜かどうか\nアクセント: HWETH-ər\n類義語: if, regardless, either-way	audio/023_whether.mp3
24	incentives	意味: 動機づけ；報奨\n基本形: incentive\nアクセント: in-SEN-tiv\n類義語: motivations, rewards, inducements	audio/024_incentives.mp3
25	executives	意味: 経営幹部；重役\n基本形: executive\nアクセント: ig-ZEK-yə-tiv\n類義語: managers, directors, administrators	audio/025_executives.mp3
26	proponents	意味: 支持者；提唱者\n基本形: proponent\nアクセント: prə-PŌ-nənt\n類義語: advocates, supporters, champions	audio/026_proponents.mp3
27	expenditures	意味: 支出；出費（複数）\n基本形: expenditure\nアクセント: ik-SPEN-di-chər\n類義語: outlays, costs, disbursements	audio/027_expenditures.mp3
28	serve	意味: 役立つ；仕える\nアクセント: SƏRV\n類義語: assist, help, support	audio/028_serve.mp3
29	enhance	意味: 高める；向上させる\nアクセント: en-HANS\n類義語: improve, increase, strengthen	audio/029_enhance.mp3
30	breed	意味: 生み出す；繁殖させる\nアクセント: BRĒD\n類義語: generate, produce, foster	audio/030_breed.mp3
31	confidence	意味: 自信；信頼\nアクセント: KON-fə-dəns\n類義語: trust, assurance, faith	audio/031_confidence.mp3
32	stimulate	意味: 刺激する；活性化する\nアクセント: STIM-yə-lāt\n類義語: encourage, spur, energize	audio/032_stimulate.mp3
33	asserts	意味: 主張する；断言する\n基本形: assert\nアクセント: ə-SƏRT\n類義語: claims, states, maintains	audio/033_asserts.mp3
34	primacy	意味: 首位；最優先性\nアクセント: PRĪ-mə-sē\n類義語: supremacy, priority, dominance	audio/034_primacy.mp3
35	corporate values	意味: 企業価値観；企業理念\nアクセント: KÔR-pə-rət VAL-yūz\n類義語: company principles, business ethics, organizational beliefs	audio/035_corporate_values.mp3
36	goodwill	意味: 信用；のれん\nアクセント: good-WIL\n類義語: reputation, trust, favor	audio/036_goodwill.mp3
37	commitment	意味: 献身；責任ある関与\nアクセント: kə-MIT-mənt\n類義語: dedication, obligation, devotion	audio/037_commitment.mp3
38	cooperation	意味: 協力；共同作業\nアクセント: kō-äp-ə-RĀ-shən\n類義語: collaboration, teamwork, partnership	audio/038_cooperation.mp3
39	alienate	意味: 疎外する；遠ざける\nアクセント: Ā-lē-ə-nāt\n類義語: estrange, isolate, distance	audio/039_alienate.mp3
40	drive away	意味: 追い払う；遠ざける\nアクセント: DRĪV ə-WĀ\n類義語: repel, chase off, scare away	audio/040_drive_away.mp3
41	Generally speaking	意味: 一般的に言えば\nアクセント: JEN-rə-lē SPĒ-kĭng\n類義語: broadly, overall, in general	audio/041_generally_speaking.mp3
42	turn over	意味: 引き渡す；回転させる；売上高を上げる\nアクセント: TƏRN Ō-vər\n類義語: hand over, rotate, generate	audio/042_turn_over.mp3
43	earnings	意味: 収益；利益\nアクセント: ƏR-nĭngz\n類義語: profits, income, returns	audio/043_earnings.mp3
44	stockholders	意味: 株主\n基本形: stockholder\nアクセント: STOK-hōl-dər\n類義語: shareholders, investors, owners	audio/044_stockholders.mp3
45	dividends	意味: 配当金\n基本形: dividend\nアクセント: DIV-ə-dend\n類義語: payouts, distributions, returns	audio/045_dividends.mp3
46	plow	意味: つぎ込む；耕す\nアクセント: PLOU\n類義語: invest, channel, pour	audio/046_plow.mp3
47	expand	意味: 拡大する；拡張する\nアクセント: ik-SPAND\n類義語: grow, enlarge, extend	audio/047_expand.mp3
48	competitors	意味: 競合他社；競争相手\n基本形: competitor\nアクセント: kəm-PE-tə-tər\n類義語: rivals, challengers, opponents	audio/048_competitors.mp3
49	without	意味: 〜なしで\nアクセント: wi-THOUT\n類義語: lacking, minus, absent	audio/049_without.mp3
50	survive	意味: 生き残る；存続する\nアクセント: sər-VĪV\n類義語: endure, persist, last	audio/050_survive.mp3
51	firms	意味: 企業；会社\n基本形: firm\nアクセント: FƏRM\n類義語: companies, businesses, enterprises	audio/051_firms.mp3
52	competitive	意味: 競争力のある；競争的な\nアクセント: kəm-PE-tə-tiv\n類義語: rivalrous, strong, contending	audio/052_competitive.mp3
53	indicator	意味: 指標；兆候\nアクセント: IN-də-kā-tər\n類義語: sign, measure, signal	audio/053_indicator.mp3
54	competence	意味: 能力；有能さ\nアクセント: KOM-pə-təns\n類義語: ability, proficiency, capability	audio/054_competence.mp3
55	augment	意味: 増加させる；拡張する\nアクセント: ôg-MENT\n類義語: increase, amplify, enlarge	audio/055_augment.mp3
56	earnings	意味: 収益；利益\n基本形: earning（動名詞）/ earnings（複数形）\nアクセント: ƏR-nĭngz\n類義語: profits, income, returns	audio/056_earnings.mp3
