fabric	意味: 生地；布；構造；骨格\nアクセント: FAB-rĭk\n類義語: cloth, textile, material
atmosphere	意味: 雰囲気；大気；空気\nアクセント: AT-məs-fĭr\n類義語: ambiance, mood, aura
cobalt	意味: コバルト；コバルト青（色）\nアクセント: KŌ-bôlt\n類義語: blue, azure, ultramarine
cerulean	意味: 空色の；青空のような色\nアクセント: sə-RŪ-lē-ən\n類義語: azure, sky-blue, sapphire
inspired	意味: 着想を得た；霊感を受けた；意欲をかき立てられた\n基本形: inspire\nアクセント: ĭn-SPĪR\n類義語: motivated, stimulated, influenced
luminous	意味: 発光する；輝く；明るい\nアクセント: LŪ-mĭ-nəs\n類義語: radiant, glowing, brilliant
shades	意味: 色合い；陰影；日よけ；ほんのわずかな違い\n基本形: shade\nアクセント: SHĀD\n類義語: hues, tones, tints
capture	意味: 捉える；表現する；獲得する\nアクセント: KAP-chər\n類義語: seize, convey, represent
light	意味: 光；明るさ；明るい；軽い\nアクセント: LĪT\n類義語: illumination, brightness, radiance
tombs	意味: 墓；埋葬室；霊廟\n基本形: tomb\nアクセント: TŪM\n類義語: graves, sepulchers, vaults
Impressionist	意味: 印象派の（画家・作品）\nアクセント: ĭm-PRESH-ən-ĭst\n類義語: post-impressionist, modernist, avant-garde
canvases	意味: キャンバス；絵画作品\n基本形: canvas\nアクセント: KAN-vəs\n類義語: paintings, works, pictures
reveals	意味: 明らかにする；示す；暴露する\n基本形: reveal\nアクセント: rĭ-VĒL\n類義語: discloses, uncovers, exposes
enduring	意味: 永続する；耐え続ける；長続きする\n基本形: endure\nアクセント: ĭn-DYUR\n類義語: lasting, persistent, perpetual
quest	意味: 探求；追求；冒険の旅\nアクセント: KWEST\n類義語: search, pursuit, mission
master	意味: 巧みに扱う；習得する；巨匠；主人\nアクセント: MAS-tər\n類義語: expert, virtuoso, conquer
evokes	意味: 呼び起こす；想起させる；引き出す\n基本形: evoke\nアクセント: ĭ-VŌK\n類義語: conjures, invokes, summons
depths	意味: 深さ；深部；奥深さ\n基本形: depth\nアクセント: DEPTH\n類義語: profundity, abyss, deep
